SiteID,SiteName,Region,AnalysisEndDate,SamplingDate,Month,Year,SoilType,Crop,CropID,Growth Stage,SoilLayer,Layer depth (cm),Bulk density,pH,Total Nitrogen,Total Carbon,OrganicMatter,Carbon-Nitrogen ratio,Potentially Available N,AmmoniacalN,NitrateN,MineralN,Mineral N (kg/ha),Mineral N + PAN (kg/ha),Total Hot water N (kg/ha),Hot water N INORGANIC (kg/ha),Hot water N organic(kg/ha),Hot WaterN,HotWaterSolubleInorganicN,HotWaterSolubleOrganicN,OlsenP,CalciumQT,MagnesiumQT,PotassiumQT,SodiumQT,Note,Lab,HWN to kgN for Mineralisable calc,,,,,,,,,,,,
6,Woodhaven,Levin,03/03/2022,14/02/2022,2,2022,Sedimentary,Cabbage,6Cab-A,Growth,30 - 60 cm,30,1.45,,,,,,,3,8,11,47.78007183,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
6,Woodhaven,Levin,03/03/2022,14/02/2022,2,2022,Sedimentary,Cabbage,6Cab-A,Growth,60 - 90 cm,30,1.43,,,,,,,2,3,5,21.4231343,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
5,Pescini,Levin,03/03/2022,14/02/2022,2,2022,Sedimentary,Onions,5Oni-A,Pre-harvest,0 - 15 cm,15,1.08,7,0.3%,3.3%,5.6%,12,40,2,5,7,11.33762489,51.33762489,100,16,84,62,10,52,106,16,25,25,3,,Eurofins,66.94597557,,,,,,,,,,,,
5,Pescini,Levin,03/03/2022,14/02/2022,2,2022,Sedimentary,Onions,5Oni-A,Pre-harvest,15 - 30 cm,15,1.10,6.9,0.3%,3.2%,5.5%,12,33,2,6,8,13.25306181,46.25306181,81,17,65,49,10,39,51,15,25,21,4,,Eurofins,54.11666905,,,,,,,,,,,,
5,Pescini,Levin,03/03/2022,14/02/2022,2,2022,Sedimentary,Onions,5Oni-A,Pre-harvest,30 - 60 cm,30,1.15,,,,,,,2,5,7,24.21321149,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
5,Pescini,Levin,03/03/2022,14/02/2022,2,2022,Sedimentary,Onions,5Oni-A,Pre-harvest,60 - 90 cm,30,1.42,,,,,,,2,3,5,21.36898395,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
4,Balles,Matamata,08/03/2022,23/02/2022,2,2022,Volcanic,Maize,4Maize-A,Growth,0 - 15 cm,15,0.83,6.3,0.5%,5.0%,8.5%,10,37,2,54,57,70.55017235,107.5501724,186,74,111,150,60,90,35,13,31,8,7,,Eurofins,123.7722322,,,,,,,,,,,,
4,Balles,Matamata,08/03/2022,23/02/2022,2,2022,Volcanic,Maize,4Maize-A,Growth,15 - 30 cm,15,0.82,6.4,0.3%,3.2%,5.5%,10,19,5,28,33,40.7076708,59.7076708,85,35,49,69,28,40,13,10,23,5,7,,Eurofins,56.74402597,,,,,,,,,,,,
4,Balles,Matamata,08/03/2022,23/02/2022,2,2022,Volcanic,Maize,4Maize-A,Growth,30 - 60 cm,30,0.81,,,,,,,4,27,31,75.53973888,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
4,Balles,Matamata,08/03/2022,23/02/2022,2,2022,Volcanic,Maize,4Maize-A,Growth,60 - 90 cm,30,0.81,,,,,,,4,12,15,36.60799127,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
9,Oakley,Canterbury,11/03/2022,01/03/2022,3,2022,Sedimentary,Turf Grass,9Gra-A,Growth,0 - 15 cm,15,1.33,6.7,0.2%,2.9%,4.9%,12,59,2,3,5,9.978901137,68.97890114,226,26,200,113,13,100,18,14,23,14,5,,Eurofins,150.3487771,,,,,,,,,,,,
9,Oakley,Canterbury,11/03/2022,01/03/2022,3,2022,Sedimentary,Turf Grass,9Gra-A,Growth,15 - 30 cm,15,1.37,6,0.2%,1.9%,3.4%,13,25,2,3,4,8.205304857,33.20530486,125,14,111,61,7,54,12,10,17,5,6,,Eurofins,83.42059938,,,,,,,,,,,,
9,Oakley,Canterbury,11/03/2022,01/03/2022,3,2022,Sedimentary,Turf Grass,9Gra-A,Growth,30 - 60 cm,30,1.05,,,,,,,3,0,3,9.45,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
9,Oakley,Canterbury,11/03/2022,01/03/2022,3,2022,Sedimentary,Turf Grass,9Gra-A,Growth,60 - 90 cm,30,1.05,,,,,,,3,1,4,12.6,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,11/03/2022,01/03/2022,3,2022,Sedimentary,Squash,7BS-B,Growth,0 - 15 cm,15,1.03,5.7,0.2%,2.1%,3.6%,11,28,3,21,23,35.39438152,63.39438152,123,34,89,80,22,58,29,16,46,12,6,,Eurofins,82.07392817,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,11/03/2022,01/03/2022,3,2022,Sedimentary,Squash,7BS-B,Growth,15 - 30 cm,15,1.02,5.9,0.2%,1.9%,3.3%,11,19,3,23,26,39.64656172,58.64656172,105,37,69,69,24,45,19,17,49,9,7,,Eurofins,70.14391689,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,11/03/2022,01/03/2022,3,2022,Sedimentary,Squash,7BS-B,Growth,30 - 60 cm,30,1.05,,,,,,,3,21,24,75.6,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,11/03/2022,02/03/2022,3,2022,Volcanic,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,6.4,0.2%,2.1%,3.6%,12,31,4,21,25,26.03926739,57.03926739,64,30,33,61,29,32,147,18,28,22,6,,Eurofins,42.35720829,,,,,,,,,,,,
1,Wilcox,Pukekawa,11/03/2022,02/03/2022,3,2022,Volcanic,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,6.3,0.2%,1.9%,3.3%,12,22,2,18,20,28.31318603,50.31318603,69,37,33,49,26,23,133,16,22,20,7,,Eurofins,46.24487051,,,,,,,,,,,,
1,Wilcox,Pukekawa,11/03/2022,02/03/2022,3,2022,Volcanic,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,3,9,11,29.92772151,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
8,Lovett,Canterbury,16/03/2022,03/03/2022,3,2022,Sedimentary,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,6.2,0.2%,2.3%,4.0%,12,73,1,17,18,18.74827252,91.74827252,121,31,90,116,30,86,44,14,30,14,5,,Eurofins,80.54813379,,,,,,,,,,,,
8,Lovett,Canterbury,16/03/2022,03/03/2022,3,2022,Sedimentary,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,6.1,0.1%,1.5%,2.6%,11,48,2,8,10,14.15659301,62.15659301,88,21,67,62,15,47,27,13,32,6,8,,Eurofins,58.51391779,,,,,,,,,,,,
8,Lovett,Canterbury,16/03/2022,03/03/2022,3,2022,Sedimentary,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,2,2,4,10.88280782,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
8,Lovett,Canterbury,16/03/2022,03/03/2022,3,2022,Sedimentary,Fallow,Fallow,Fallow,60 - 90 cm,30,0.76,,,,,,,2,2,3,6.856376113,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
2,Jivans,Pukekohe,17/03/2022,09/03/2022,3,2022,Volcanic,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,6.3,0.2%,2.0%,3.5%,11,28,13,10,23,23.956126,51.956126,36,20,18,35,19,17,190,21,52,44,11,,Eurofins,24.30331623,,,,,,,,,,,,
2,Jivans,Pukekohe,17/03/2022,09/03/2022,3,2022,Volcanic,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,6.5,0.2%,1.9%,3.2%,11,28,2,14,17,24.06620812,52.06620812,48,30,18,34,21,13,184,20,52,41,10,,Eurofins,32.0882775,,,,,,,,,,,,
2,Jivans,Pukekohe,17/03/2022,09/03/2022,3,2022,Volcanic,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,3,11,13,35.36912543,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
2,Jivans,Pukekohe,17/03/2022,09/03/2022,3,2022,Volcanic,Fallow,Fallow,Fallow,60 - 90 cm,30,0.76,,,,,,,3,14,17,38.85279797,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
3,Bhana,Tuakau,23/03/2022,14/03/2022,3,2022,Volcanic,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,6.2,0.2%,2.4%,4.2%,13,43,7,16,23,23.956126,66.956126,85,43,43,82,41,41,70,15,38,21,12,,Eurofins,56.93919803,,,,,,,,,,,,
3,Bhana,Tuakau,23/03/2022,14/03/2022,3,2022,Volcanic,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,6.1,0.2%,2.3%,4.0%,13,19,2,12,15,21.23488952,40.23488952,68,33,35,48,23,25,68,15,38,13,10,,Eurofins,45.30109764,,,,,,,,,,,,
3,Bhana,Tuakau,23/03/2022,14/03/2022,3,2022,Volcanic,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,2,5,7,19.04491369,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
3,Bhana,Tuakau,23/03/2022,14/03/2022,3,2022,Volcanic,Fallow,Fallow,Fallow,60 - 90 cm,30,0.76,,,,,,,4,4,8,18.28366963,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,24/03/2022,14/03/2022,3,2022,Sedimentary,Squash,7BS-B,Pre-harvest,0 - 15 cm,15,1.03,5.7,0.2%,2.2%,3.8%,11,30,3,26,29,44.62769844,74.62769844,134,49,85,87,32,55,32,19,52,15,5,,Eurofins,89.25539688,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,24/03/2022,14/03/2022,3,2022,Sedimentary,Squash,7BS-B,Pre-harvest,15 - 30 cm,15,1.02,5.8,0.2%,2.0%,3.5%,10,25,2,22,24,36.5968262,61.5968262,110,35,75,72,23,49,27,19,53,13,6,,Eurofins,73.19365241,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,24/03/2022,14/03/2022,3,2022,Sedimentary,Squash,7BS-B,Pre-harvest,30 - 60 cm,30,1.05,,,,,,,2,15,17,53.55,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,24/03/2022,14/03/2022,3,2022,Sedimentary,Squash,7BS-B,Pre-harvest,60 - 90 cm,30,1.05,,,,,,,2,14,16,50.4,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
6,Woodhaven,Levin,24/03/2022,14/03/2022,3,2022,Sedimentary,Cabbage,6Cab-A,Pre-harvest,0 - 15 cm,15,1.04,6.7,0.2%,2.5%,4.4%,11,53,4,20,25,38.96160628,91.96160628,114,42,72,73,27,46,136,20,57,19,4,,Eurofins,75.84526022,,,,,,,,,,,,
6,Woodhaven,Levin,24/03/2022,14/03/2022,3,2022,Sedimentary,Cabbage,6Cab-A,Pre-harvest,15 - 30 cm,15,1.30,7.2,0.2%,2.5%,4.2%,11,38,8,5,13,25.44378346,63.44378346,100,20,78,51,10,40,133,21,54,14,5,,Eurofins,66.54527981,,,,,,,,,,,,
6,Woodhaven,Levin,24/03/2022,14/03/2022,3,2022,Sedimentary,Cabbage,6Cab-A,Pre-harvest,30 - 60 cm,30,1.45,,,,,,,3,1,4,17.37457158,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
6,Woodhaven,Levin,24/03/2022,14/03/2022,3,2022,Sedimentary,Cabbage,6Cab-A,Pre-harvest,60 - 90 cm,30,1.43,,,,,,,3,1,4,17.13850744,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
5,Pescini,Levin,24/03/2022,14/03/2022,3,2022,Sedimentary,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,7,0.3%,3.1%,5.4%,11,20,3,21,24,24.99769669,44.99769669,64,22,42,61,21,40,86,19,29,31,4,,Eurofins,42.35720829,,,,,,,,,,,,
5,Pescini,Levin,24/03/2022,14/03/2022,3,2022,Sedimentary,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,7,0.3%,3.0%,5.2%,11,24,2,6,8,11.32527441,35.32527441,486,14,47,343,10,33,74,17,29,22,4,,Eurofins,323.7140936,,,,,,,,,,,,
5,Pescini,Levin,24/03/2022,14/03/2022,3,2022,Sedimentary,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,2,3,6,16.32421173,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
5,Pescini,Levin,24/03/2022,14/03/2022,3,2022,Sedimentary,Fallow,Fallow,Fallow,60 - 90 cm,30,0.76,,,,,,,3,4,7,15.99821093,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
4,Balles,Matamata,06/04/2022,24/03/2022,3,2022,Volcanic,Maize,4Maize-A,Pre-harvest,0 - 15 cm,15,0.83,6.2,0.5%,4.9%,8.4%,10,29,4,67,70,86.64056254,115.6405625,157,119,38,127,96,31,32,11,29,8,6,,Eurofins,104.7938233,,,,,,,,,,,,
4,Balles,Matamata,06/04/2022,24/03/2022,3,2022,Volcanic,Maize,4Maize-A,Pre-harvest,15 - 30 cm,15,0.82,6.2,0.5%,4.8%,8.3%,10,32,3,62,65,80.18177582,112.1817758,164,115,49,133,93,40,33,12,30,8,6,,Eurofins,109.376166,,,,,,,,,,,,
4,Balles,Matamata,06/04/2022,24/03/2022,3,2022,Volcanic,Maize,4Maize-A,Pre-harvest,30 - 60 cm,30,0.81,,,,,,,4,17,21,51.17208118,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
4,Balles,Matamata,06/04/2022,24/03/2022,3,2022,Volcanic,Maize,4Maize-A,Pre-harvest,60 - 90 cm,30,0.81,,,,,,,3,13,16,39.04852402,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
2,Jivans,Pukekohe,13/04/2022,04/04/2022,4,2022,Volcanic,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,6.3,0.2%,1.9%,3.3%,9,26,7,24,31,32.28869156,58.28869156,48,31,17,46,30,16,195,19,47,41,10,,Eurofins,31.94150133,,,,,,,,,,,,
2,Jivans,Pukekohe,13/04/2022,04/04/2022,4,2022,Volcanic,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,6.3,0.2%,1.8%,3.2%,9,15,3,24,26,36.80714184,51.80714184,55,41,14,39,29,10,178,19,50,41,11,,Eurofins,36.80714184,,,,,,,,,,,,
2,Jivans,Pukekohe,13/04/2022,04/04/2022,4,2022,Volcanic,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,3,17,20,54.41403912,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
2,Jivans,Pukekohe,13/04/2022,04/04/2022,4,2022,Volcanic,Fallow,Fallow,Fallow,60 - 90 cm,30,0.76,,,,,,,3,12,15,34.28188056,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
3,Bhana,Tuakau,13/04/2022,04/04/2022,4,2022,Volcanic,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,6.1,0.2%,2.3%,4.0%,10,28,4,18,22,22.9145553,50.9145553,56,27,29,54,26,28,82,14,37,20,11,,Eurofins,37.49654504,,,,,,,,,,,,
3,Bhana,Tuakau,13/04/2022,04/04/2022,4,2022,Volcanic,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,6.1,0.2%,2.3%,3.9%,10,19,2,18,20,28.31318603,47.31318603,76,37,40,54,26,28,86,14,38,17,9,,Eurofins,50.96373485,,,,,,,,,,,,
3,Bhana,Tuakau,13/04/2022,04/04/2022,4,2022,Volcanic,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,3,8,11,29.92772151,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,13/04/2022,04/04/2022,4,2022,Volcanic,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,6.3,0.2%,2.0%,3.4%,10,22,3,12,14,14.58198974,36.58198974,49,25,24,47,24,23,149,16,23,21,6,,Eurofins,32.6358818,,,,,,,,,,,,
1,Wilcox,Pukekawa,13/04/2022,04/04/2022,4,2022,Volcanic,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,6.1,0.2%,1.8%,3.1%,9,19,2,16,18,25.48186742,44.48186742,59,33,27,42,23,19,129,15,21,19,7,,Eurofins,39.63846044,,,,,,,,,,,,
1,Wilcox,Pukekawa,13/04/2022,04/04/2022,4,2022,Volcanic,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,4,14,18,48.9726352,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
9,Oakley,Canterbury,16/04/2022,04/04/2022,4,2022,Sedimentary,Turf Grass,9Gra-A,Growth,0 - 15 cm,15,1.33,6.3,0.3%,3.0%,5.1%,10,68,2,2,4,7.983120909,75.98312091,236,26,210,118,13,105,19,13,23,14,5,,Eurofins,157.0013779,,,,,,,,,,,,
9,Oakley,Canterbury,16/04/2022,04/04/2022,4,2022,Sedimentary,Turf Grass,9Gra-A,Growth,15 - 30 cm,15,1.37,6,0.2%,1.5%,2.6%,9,24,2,0,2,4.102652429,28.10265243,96,14,84,47,7,41,9,9,18,7,6,,Eurofins,64.27488805,,,,,,,,,,,,
9,Oakley,Canterbury,16/04/2022,04/04/2022,4,2022,Sedimentary,Turf Grass,9Gra-A,Growth,30 - 60 cm,30,1.05,,,,,,,2,0,2,6.3,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
9,Oakley,Canterbury,16/04/2022,04/04/2022,4,2022,Sedimentary,Turf Grass,9Gra-A,Growth,60 - 90 cm,30,1.05,,,,,,,2,0,2,6.3,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
8,Lovett,Canterbury,16/04/2022,05/04/2022,4,2022,Sedimentary,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,6,0.2%,2.1%,3.7%,10,66,2,17,19,19.78984322,85.78984322,108,29,80,104,28,77,41,13,30,15,6,,Eurofins,72.21556823,,,,,,,,,,,,
8,Lovett,Canterbury,16/04/2022,05/04/2022,4,2022,Sedimentary,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,5.9,0.1%,1.2%,2.1%,8,39,2,9,11,15.57225232,54.57225232,82,24,58,58,17,41,21,12,34,6,8,,Eurofins,54.73882632,,,,,,,,,,,,
8,Lovett,Canterbury,16/04/2022,05/04/2022,4,2022,Sedimentary,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,2,2,4,10.88280782,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
8,Lovett,Canterbury,16/04/2022,05/04/2022,4,2022,Sedimentary,Fallow,Fallow,Fallow,60 - 90 cm,30,0.76,,,,,,,2,2,4,9.141834817,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
6,Woodhaven,Levin,10/05/2022,27/04/2022,4,2022,Sedimentary,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,7.1,0.3%,2.3%,4.0%,9,45,2,13,14,14.58198974,59.58198974,74,20,54,71,19,52,156,20,53,22,4,,Eurofins,49.30101292,,,,,,,,,,,,
6,Woodhaven,Levin,10/05/2022,27/04/2022,4,2022,Sedimentary,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,7.2,0.2%,2.1%,3.7%,9,31,2,7,8,11.32527441,42.32527441,81,18,62,57,13,44,141,20,50,14,5,,Eurofins,53.79505345,,,,,,,,,,,,
6,Woodhaven,Levin,10/05/2022,27/04/2022,4,2022,Sedimentary,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,1,10,11,29.92772151,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
6,Woodhaven,Levin,10/05/2022,27/04/2022,4,2022,Sedimentary,Fallow,Fallow,Fallow,60 - 90 cm,30,0.76,,,,,,,2,3,5,11.42729352,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
5,Pescini,Levin,10/05/2022,27/04/2022,4,2022,Sedimentary,Grass,5Gra-A,Growth,0 - 15 cm,15,1.07,7,0.3%,3.3%,5.6%,10,36,1,13,15,24.02715121,60.02715121,109,30,78,68,19,49,106,18,27,25,4,,Eurofins,72.61539032,,,,,,,,,,,,
5,Pescini,Levin,10/05/2022,27/04/2022,4,2022,Sedimentary,Grass,5Gra-A,Growth,15 - 30 cm,15,1.12,6.9,0.3%,3.2%,5.4%,10,26,0,11,11,18.44771099,44.44771099,92,27,65,55,16,39,87,17,27,21,5,,Eurofins,61.49236997,,,,,,,,,,,,
5,Pescini,Levin,10/05/2022,27/04/2022,4,2022,Sedimentary,Grass,5Gra-A,Growth,30 - 60 cm,30,1.15,,,,,,,0,5,5,17.29515106,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
5,Pescini,Levin,10/05/2022,27/04/2022,4,2022,Sedimentary,Grass,5Gra-A,Growth,60 - 90 cm,30,1.42,,,,,,,0,3,3,12.82139037,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
2,Jivans,Pukekohe,22/05/2022,11/05/2022,5,2022,Volcanic,Cauliflower,2Cauli-A,Growth,0 - 15 cm,15,0.91,6.3,0.2%,2.0%,3.4%,10,33,2,36,38,51.73593792,84.73593792,94,68,26,69,50,19,200,19,52,44,12,,Eurofins,62.62771433,,,,,,,,,,,,
2,Jivans,Pukekohe,22/05/2022,11/05/2022,5,2022,Volcanic,Cauliflower,2Cauli-A,Growth,15 - 30 cm,15,1.04,6.4,0.2%,1.9%,3.3%,8,24,2,22,25,38.94770702,62.94770702,86,50,36,55,32,23,194,20,55,41,11,,Eurofins,57.12330363,,,,,,,,,,,,
2,Jivans,Pukekohe,22/05/2022,11/05/2022,5,2022,Volcanic,Cauliflower,2Cauli-A,Growth,30 - 60 cm,30,0.92,,,,,,,2,22,24,66.09167991,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
2,Jivans,Pukekohe,22/05/2022,11/05/2022,5,2022,Volcanic,Cauliflower,2Cauli-A,Growth,60 - 90 cm,30,0.88,,,,,,,15,13,28,73.75811387,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
3,Bhana,Tuakau,22/05/2022,11/05/2022,5,2022,Volcanic,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,6.2,0.2%,2.3%,3.9%,11,23,2,20,22,22.9145553,45.9145553,68,36,32,65,35,31,80,15,41,18,11,,Eurofins,45.13473014,,,,,,,,,,,,
3,Bhana,Tuakau,22/05/2022,11/05/2022,5,2022,Volcanic,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,6.1,0.2%,2.3%,3.9%,10,25,2,21,22,31.14450463,56.14450463,98,51,47,69,36,33,77,16,41,18,11,,Eurofins,65.12032786,,,,,,,,,,,,
3,Bhana,Tuakau,22/05/2022,11/05/2022,5,2022,Volcanic,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,2,14,15,40.81052934,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,23/05/2022,12/05/2022,5,2022,Volcanic,Grass,1Gra-A,Growth,0 - 15 cm,15,1.04,6.4,0.2%,2.0%,3.5%,10,21,2,17,18,28.02805267,49.02805267,103,47,54,66,30,35,149,16,22,20,7,,Eurofins,68.51301765,,,,,,,,,,,,
1,Wilcox,Pukekawa,23/05/2022,12/05/2022,5,2022,Volcanic,Grass,1Gra-A,Growth,15 - 30 cm,15,0.95,6,0.2%,1.8%,3.2%,10,16,2,16,18,25.78066176,41.78066176,74,36,39,52,25,27,115,14,19,16,8,,Eurofins,49.65164488,,,,,,,,,,,,
1,Wilcox,Pukekawa,23/05/2022,12/05/2022,5,2022,Volcanic,Grass,1Gra-A,Growth,30 - 60 cm,30,0.91,,,,,,,3,9,12,32.64842347,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,23/05/2022,12/05/2022,5,2022,Volcanic,Grass,1Gra-A,Growth,60 - 90 cm,30,0.76,,,,,,,3,12,15,34.28188056,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
WP,Wilcox-WP,Pukekawa,23/05/2022,12/05/2022,5,2022,Volcanic,Winter Potato,WP,Growth,0 - 15 cm,15,0.93,6.3,0.2%,2.2%,3.7%,11,26,3,11,13,18.04539101,44.04539101,96,37,60,69,27,43,101,14,20,23,9,,Eurofins,63.85292202,,,,,,,,,,,,
WP,Wilcox-WP,Pukekawa,23/05/2022,12/05/2022,5,2022,Volcanic,Winter Potato,WP,Growth,15 - 30 cm,15,0.94,6.2,0.2%,2.2%,3.7%,10,23,2,19,21,29.49650533,52.49650533,98,46,52,70,33,37,100,14,21,23,6,,Eurofins,65.54778962,,,,,,,,,,,,
WP,Wilcox-WP,Pukekawa,23/05/2022,12/05/2022,5,2022,Volcanic,Winter Potato,WP,Growth,30 - 60 cm,30,0.91,,,,,,,2,12,15,40.81052934,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
8,Lovett,Canterbury,23/05/2022,12/05/2022,5,2022,Sedimentary,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,6.2,0.2%,2.2%,3.8%,10,78,2,28,30,31.24712087,109.2471209,114,41,73,109,39,70,39,14,31,17,7,,Eurofins,75.68747055,,,,,,,,,,,,
8,Lovett,Canterbury,23/05/2022,12/05/2022,5,2022,Sedimentary,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,6.1,0.2%,1.5%,2.5%,9,49,2,12,14,19.81923022,68.81923022,108,30,78,76,21,55,26,13,31,7,9,,Eurofins,71.72673794,,,,,,,,,,,,
8,Lovett,Canterbury,23/05/2022,12/05/2022,5,2022,Sedimentary,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,2,2,4,10.88280782,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
8,Lovett,Canterbury,23/05/2022,12/05/2022,5,2022,Sedimentary,Fallow,Fallow,Fallow,60 - 90 cm,30,0.76,,,,,,,0,2,2,4.570917408,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
9,Oakley,Canterbury,23/05/2022,11/05/2022,5,2022,Sedimentary,Turf Grass,9Gra-A,Growth,0 - 15 cm,15,1.33,6.5,0.3%,3.1%,5.4%,10,103,2,3,5,9.978901137,112.9789011,216,36,180,108,18,90,20,13,22,15,7,,Eurofins,143.6961764,,,,,,,,,,,,
9,Oakley,Canterbury,23/05/2022,11/05/2022,5,2022,Sedimentary,Turf Grass,9Gra-A,Growth,15 - 30 cm,15,1.37,5.9,0.1%,1.5%,2.6%,11,23,1,0,1,2.051326214,25.05132621,109,16,92,53,8,45,8,9,16,6,9,,Eurofins,72.4801929,,,,,,,,,,,,
9,Oakley,Canterbury,23/05/2022,11/05/2022,5,2022,Sedimentary,Turf Grass,9Gra-A,Growth,30 - 60 cm,30,1.05,,,,,,,2,1,3,9.45,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
9,Oakley,Canterbury,23/05/2022,11/05/2022,5,2022,Sedimentary,Turf Grass,9Gra-A,Growth,60 - 90 cm,30,1.05,,,,,,,1,0,1,3.15,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
